result_type,checkpoint,split,regime,strategy,transaction_cost_pct,samples,RMSE,MAE,MAPE_pct,ROI_pct,max_drawdown_pct
official_checkpoint,checkpoints/cmamba_v_official.ckpt,val,sideways,smart_w_short,0.0,195,652.7403923932588,419.23097455929485,1.7983354993228655,18.333581889611605,11.399621959290817
official_checkpoint,checkpoints/cmamba_v_official.ckpt,val,bull,smart_w_short,0.1,92,578.1265623729497,410.72393002717394,1.5751750199656367,43.60344206812241,6.74131314503509
official_checkpoint,checkpoints/cmamba_v_official.ckpt,val,bear,smart_w_short,0.1,63,433.2475998440175,317.3004867311508,1.4997666446824063,-27.531178113044962,29.636351283927176
official_checkpoint,checkpoints/cmamba_v_official.ckpt,val,sideways,smart_w_short,0.1,195,652.7403923932588,419.23097455929485,1.7983354993228655,14.539779388050157,11.959500172479947
official_checkpoint,checkpoints/cmamba_v_official.ckpt,val,bull,smart_w_short,0.2,92,578.1265623729497,410.72393002717394,1.5751750199656367,40.6414736672333,6.90451446004296
official_checkpoint,checkpoints/cmamba_v_official.ckpt,val,bear,smart_w_short,0.2,63,433.2475998440175,317.3004867311508,1.4997666446824063,-28.42216531014178,30.49619787461283
official_checkpoint,checkpoints/cmamba_v_official.ckpt,val,sideways,smart_w_short,0.2,195,652.7403923932588,419.23097455929485,1.7983354993228655,10.857201998026888,12.861900723315348
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,buy_hold,0.0,132,1669.948005590096,1103.5116151751895,2.101826061355565,131.3028796303911,15.284887106870926
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,buy_hold,0.0,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-34.256652763770745,34.886244152160685
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,buy_hold,0.0,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,47.70207581443617,23.65757293396858
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,buy_hold,0.1,132,1669.948005590096,1103.5116151751895,2.101826061355565,131.42092038672754,15.2905293348795
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,buy_hold,0.1,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-34.26871623251759,34.89848758044683
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,buy_hold,0.1,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,47.73582748655259,23.666637127674008
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,buy_hold,0.2,132,1669.948005590096,1103.5116151751895,2.101826061355565,131.53917643841723,15.29617572994439
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,buy_hold,0.2,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-34.28078805473501,34.910739451713624
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,buy_hold,0.2,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,47.76963042163737,23.675708262485415
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,vanilla,0.0,132,1669.948005590096,1103.5116151751895,2.101826061355565,106.08391361051153,4.760491002447976
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,vanilla,0.0,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-14.55944380046914,14.860777988525442
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,vanilla,0.0,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,-0.6487832358034629,17.34230983573219
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,vanilla,0.1,132,1669.948005590096,1103.5116151751895,2.101826061355565,102.92539257635443,4.760491005963176
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,vanilla,0.1,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-15.000221002281188,15.300311936754019
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,vanilla,0.1,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,-3.291353359293747,18.100041446644152
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,vanilla,0.2,132,1669.948005590096,1103.5116151751895,2.101826061355565,99.8085339285288,4.760491030592673
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,vanilla,0.2,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-15.43952302262861,15.738373332366395
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,vanilla,0.2,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,-5.868488678730732,19.507039608039193
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,smart,0.0,132,1669.948005590096,1103.5116151751895,2.101826061355565,62.19948475442683,3.951274181654022
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,smart,0.0,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-16.512911652732132,17.013692275687454
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,smart,0.0,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,22.051702524030482,10.472741933893063
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,smart,0.1,132,1669.948005590096,1103.5116151751895,2.101826061355565,57.918128258571414,3.992587458834179
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,smart,0.1,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-17.109309359235038,17.586750442231548
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,smart,0.1,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,17.430493542312565,10.91325973098607
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,smart,0.2,132,1669.948005590096,1103.5116151751895,2.101826061355565,53.74604120755644,4.03385849904228
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,smart,0.2,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-17.701814475185806,18.156206737826285
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,smart,0.2,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,12.980574555949254,11.352008969114065
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,smart_w_short,0.0,132,1669.948005590096,1103.5116151751895,2.101826061355565,68.6135455102995,11.740435242936009
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,smart_w_short,0.0,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-12.179779209319108,12.564064601266677
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,smart_w_short,0.0,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,37.956063315079945,7.514832133620626
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,smart_w_short,0.1,132,1669.948005590096,1103.5116151751895,2.101826061355565,62.86168946128343,12.060549854920783
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,smart_w_short,0.1,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-12.642312865473926,12.995931036549212
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,smart_w_short,0.1,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,32.45901123220223,7.546946017672458
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bull,smart_w_short,0.2,132,1669.948005590096,1103.5116151751895,2.101826061355565,57.208393344662255,12.39100080795074
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,bear,smart_w_short,0.2,31,1628.6286393007106,1331.519279233871,2.2398007151247383,-13.096173542818669,13.418955752902594
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,test,sideways,smart_w_short,0.2,187,1567.6392437794775,1120.0457992145723,1.9793247093004385,27.107084136488414,7.572958966589698
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,buy_hold,0.0,92,568.7112648659545,400.6092688519022,1.5356675798186887,95.05314279239639,8.931352268787705
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,buy_hold,0.0,63,429.2657138386022,306.6446552579365,1.4447114403981292,-40.225525929706684,42.65419304806005
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,buy_hold,0.0,195,648.8513808842755,412.9417718349359,1.7685185644921373,17.14237202149249,16.253507091666116
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,buy_hold,0.1,92,568.7112648659545,400.6092688519022,1.5356675798186887,95.15721069240072,8.938658147183627
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,buy_hold,0.1,63,429.2657138386022,306.6446552579365,1.4447114403981292,-40.25348977413293,42.682820526857
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,buy_hold,0.1,195,648.8513808842755,412.9417718349359,1.7685185644921373,17.16610644787726,16.263528605706725
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,buy_hold,0.2,92,568.7112648659545,400.6092688519022,1.5356675798186887,95.26150366054193,8.945975987834474
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bear,buy_hold,0.2,63,429.2657138386022,306.6446552579365,1.4447114403981292,-40.28149369596552,42.71148743707207
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,sideways,buy_hold,0.2,195,648.8513808842755,412.9417718349359,1.7685185644921373,17.189902755327502,16.273562133213616
retrained_checkpoint,checkpoints/cmamba_v_retrained_best.ckpt,val,bull,vanilla,0.0,92,568.7112648659545,400.6092688519022,1.5356675798186887,24.896183010607654,8.93135226878773
