result_type,checkpoint,split,strategy,transaction_cost_pct,date,cash,position_btc,portfolio_value,drawdown_pct,action,trade_value,transaction_cost
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2023-12-30,0.0,0.0037081094978662077,156.10917920054754,-4.680466804933381,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2023-12-31,0.0,0.0037081094978662077,156.32239549667483,-4.550277933782346,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-01,0.0,0.0037081094978662077,156.72395768264883,-4.305085944996987,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-02,0.0,0.0037081094978662077,163.77728891568577,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-03,0.0,0.0037081094978662077,166.70907092664714,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-04,0.0,0.0037081094978662077,158.88574206549666,-4.692803347571166,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-05,0.0,0.0037081094978662077,163.82398791967452,-1.7306094928944047,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-06,0.0,0.0037081094978662077,163.76009545484996,-1.7689352207443756,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-07,0.0,0.0037081094978662077,163.11676742657565,-2.1548338552328246,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-08,0.0,0.0037081094978662077,162.94583226960563,-2.2573688618883594,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-09,0.0,0.0037081094978662077,174.1717571695247,0.0,HOLD,0.0,0.0
official_checkpoint,checkpoints/cmamba_v_official.ckpt,test,buy_hold,0.0,2024-01-10,0.0,0.0037081094978662077,171.09117278015873,-1.7687048919002346,HOLD,0.0,0.0
