result_type,model,checkpoint,split,strategy,transaction_cost_pct,initial_balance,final_balance,ROI_pct,max_drawdown_pct,Sharpe,number_of_trades,win_rate_pct,risk_pct,protocol,status
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,buy_hold,0.1,100.0,136.83381174291966,36.833811742919664,25.84462487596814,0.9315739502769558,1,0.0,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,buy_hold,0.2,100.0,136.73381174291967,36.73381174291967,25.868265029203453,0.9317657797348651,1,0.0,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,vanilla,0.0,100.0,101.0494077376742,1.0494077376742013,23.023525974932127,0.1984404505031755,41,51.21951219512195,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,vanilla,0.1,100.0,96.96189431154326,-3.0381056884567386,23.483598840834446,0.07552532278143173,56,44.642857142857146,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,vanilla,0.2,100.0,93.03214212242558,-6.967857877574417,23.94168569152243,-0.04887122727911889,56,44.642857142857146,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,smart,0.0,100.0,131.42309463889336,31.42309463889336,20.949201628279518,1.0747152882463311,347,51.5850144092219,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,smart,0.1,100.0,123.54258784514512,23.54258784514512,21.006640364889638,0.8706222862108671,349,51.28939828080229,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,smart,0.2,100.0,116.13157344485256,16.131573444852563,21.063928473390856,0.6649703912641282,349,51.28939828080229,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,smart_w_short,0.0,100.0,132.24789537541284,32.24789537541284,20.949201628279518,1.0902195379323774,346,51.445086705202314,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,smart_w_short,0.1,100.0,123.75579761769701,23.755797617697013,21.006640364889638,0.8727476736464629,348,51.14942528735632,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
retrained_checkpoint,CryptoMamba-v,checkpoints/cmamba_v_retrained_best.ckpt,val,smart_w_short,0.2,100.0,115.775974241048,15.775974241048004,21.063928473390856,0.6524982173461001,348,51.14942528735632,2.0,forecast-driven utils.trade strategies; explicit per-transaction cost on traded notional; chronological; decision at t uses current_close+predicted_close only; regime=trailing 30d +/-10%/10%; source_commit=fef42727861a9c3a32241283ab981ef21a49e291,OK
